0500030181;100011055
0500030328;100011110
0500030178;100011081
0500030399;100011118
0500030719;100011160
0500030725;100011161
0500030534;100011133
0500030536;100011134
0500030538;100011136
0500030279;100011090
0500030184;100011082
0500030212;100011086
0500030213;100011087
0500030214;100011088
0500030215;100011089
0500030554;100011140
0500030568;100011096
0500030364;100011114
0500030573;100011143
0500030675;100011158
0500030375;100011115
0500030376;100011116
0500030489;100011127
0500030624;100011151
0500030396;100011117
0500030651;100011153
0500030652;100011154
0500030380;100011097
0500030381;100011109
0500030291;100011102
0500030665;100011156
0500030435;100011121
0500030679;100011141
0500030332;100011111
0500030333;100011113
0500030334;100011112
0500030292;100011103
0500030535;100011130
0500030570;100011142
0500030467;100011125
0500030418;100011119
0500030532;100011132
0500030546;100011139
0500030281;100011068
0500030283;100011092
0500030284;100011093
0500030285;100011094
0500030286;100011095
0500030287;100011098
0500030288;100011099
0500030289;100011100
0500030290;100011101
0500030294;100011104
0500030533;100011131
0500030537;100011135
0500030539;100011137
0500030540;100011138
0500030169;100011080
0500030594;100011148
0500030664;100011155
0500030438;100011124
0500030210;100011085
0500030423;100011120
0500030436;100011122
0500030481;100011126
0500030582;100011144
0500030583;100011145
0500030584;100011146
0500030585;100011147
0500030437;100011123
0500030495;100011128
0500030497;100011129
0500030695;100011159
0500030600;100011149
0500030601;100011150
0500030630;100011152
