0500022623;100009243
0500022667;100009233
0500022641;100009246
0500022642;100009247
0500022535;100009230
0500022433;100009221
0500022494;100009225
0500022540;100009231
0500022657;100009248
0500022616;100009239
0500022617;100009242
0500022633;100009245
0500022621;100009240
0500022477;100009223
0500022551;100009232
0500022553;cde 100009224
0500022534;100009229
0500022459;100009222
0500022512;100009227
0500022513;100009228
0500022590;100009234
0500022789;100009255
0500022790;100009258
0500022793;100009263
0500022775;100009253
0500022718;100009249
0500022880;100009270
0500022828;100009266
0500022735;100009250
0500022747;100009251
0500022888;100009271
0500022860;100009267
0500022876;100009268
0500022791;100009259
0500022792;100009262
0500022814;100009260
0500022816;100009265
0500022783;100009254
