0500025447;100009606
0500025841;100009684
0500025297;100009591
0500025482;100009609
0500025845;100009686
0500025483;100009610
0500025460;100009608
0500025292;100009584
0500025235;100009574
0500025377;100009604
0500025280;100009580
0500025710;100009663
0500025312;100009595
0500025338;100009600
0500025359;200000162
0500025784;100009676
0500025844;100009685
0500025428;100009605
0500025215;100009578
0500025217;100009579
0500025709;100009661
0500025713;100009625
0500025329;100009598
0500025330;100009599
0500025331;100009597
0500025551;100009613
0500025552;100009619
0500025553;100009620
0500025554;100009632
0500025555;100009633
0500025556;100009634
0500025557;100009635
0500025559;100009616
0500025560;100009617
0500025561;100009618
0500025563;100009622
0500025564;100009623
0500025565;100009624
0500025566;100009626
0500025567;100009627
0500025568;100009628
0500025569;100009629
0500025787;100009677
0500025287;100009581
0500025579;100009563
0500025800;100009641
0500025295;100009589
0500025296;100009590
0500025298;100009592
0500025299;100009593
0500025693;100009659
0500025317;100009587
0500025319;100009596
0500025764;100009671
0500025778;100009673
0500025658;100009654
0500025659;100009655
0500025820;100009682
0500025861;100009690
0500025862;100009691
0500025863;100009692
0500025866;100009693
0500025669;100009639
0500025915;100009696
0500026000;100009709
0500026001;100009710
0500026004;100009714
0500026010;100009718
0500026015;100009724
0500025558;100009614
0500025562;100009621
0500025570;100009630
0500025571;100009631
0500026011;100009721
0500026012;100009723
0500026013;100009722
0500026014;100009725
0500025738;100009664
0500025756;100009669
0500025496;100009611
0500025621;100009640
0500025774;100009672
0500025846;100009687
0500025847;100009688
0500025623;100009642
0500025803;100009670
0500025804;100009678
0500025805;100009679
0500025825;100009623
0500025642;100009648
0500025643;100009647
0500025850;100009689
0500025789;100009674
0500025996;100009705
0500025997;100009707
0500025998;100009706
0500025999;100009708
0500026002;100009711
0500026003;100009713
0500026005;100009715
0500026006;100009712
0500026007;100009716
0500026008;100009717
0500025220;200000161
0500026009;100009720
0500025634;100009643
0500025311;100009594
0500025874;100009694
0500025875;100009695
0500025289;100009582
0500025342;200000162
0500025365;100009603
0500025687;100009658
0500025364;100009601
0500025587;100009585
0500025636;100009644
0500025637;100009645
0500025641;100009652
0500025645;100009653
0500025542;100009612
0500025502;100009607
0500025748;100009667
0500025749;100009668
