0500024670;100009483
0500024673;100009484
0500024847;100009510
0500024773;100009502
0500024774;100009503
0500024775;100009504
0500025141;100009551
0500024708;100009488
0500024709;100009491
0500024712;100009492
0500024798;100009506
0500024713;100009493
0500024714;100009494
0500024715;100009495
0500024717;100009496
0500024719;100009486
0500024748;100009481
0500025018;100009540
0500024797;100009505
0500024803;100009507
0500025110;100009544
0500025111;100009545
0500024825;100009509
0500024957;100009537
0500025115;100009546
0500025119;100009547
0500024772;100009501
0500024769;100009500
0500025121;100009548
0500024817;100009508
0500025174;100009555
0500024926;100009533
0500024905;100009514
0500024906;100009515
0500024907;100009518
0500024908;100009519
0500024909;100009520
0500024910;100009521
0500024916;100009528
0500024917;100009529
0500024850;100009512
0500024911;100009522
0500024912;100009523
0500024913;100009525
0500024914;100009526
0500024915;100009527
0500024918;100009531
0500024919;100009532
0500024743;100009464
0500024895;100009513
0500025156;100009552
0500025157;100009553
0500024946;100009535
0500024947;100009536
0500024923;100009524
0500024938;100009534
0500025030;100009542
0500024963;100009538
0500025059;100009539
0500025139;100009549
0500025140;100009550
0500025152;100009543
0500025162;100009554
