0500020123;100008783
0500020108;100008787
0500020128;100008790
0500020036;100008784
0500020141;100008797
0500020145;100008794
0500020012;100008782
0500020121;100008788
0500020192;100008803
0500020105;100008786
0500020269;100008811
0500020134;100008793
0500020025;100008781
0500020216;100008806
0500020040;100008785
0500020187;100008802
0500020204;100008805
0500020260;100008810
0500020221;100008807
0500020165;100008801
0500020279;100008816
0500020007;100008771
0500020295;100008818
0500020147;100008794
0500020146;100008796
0500020250;100008809
0500020161;100008799
0500020162;100008800
