0500021202;100009006
0500021203;100009007
0500021204;100009009
0500021346;100009053
0500021347;100009054
0500021361;100009060
0500021261;100009029
0500021355;100009056
0500021356;100009057
0500021273;100009031
0500021274;100009032
0500021275;100009033
0500021281;100009035
0500021188;100009004
0500021301;100009042
0500021407;100009067
0500021284;100009038
0500021167;100009000
0500021285;100009039
0500021184;100009001
0500021305;100009043
0500021185;100009003
0500021323;100009050
0500021324;100009051
0500021211;100009010
0500021492;100009083
0500021229;100009013
0500021345;100009052
0500021248;100009024
0500021249;100009025
0500021250;100009026
0500021251;100009027
0500021354;100009055
0500021252;100009028
0500021358;100009058
0500021238;100009015
0500021239;100009017
0500021240;100009018
0500021241;100009019
0500021242;100009020
0500021243;100009021
0500021244;100009022
0500021245;100009023
0500021269;100009030
0500021439;100009077
0500021286;100009040
0500021153;100008991
0500021298;100009041
0500021319;100009045
0500021320;100009046
0500021321;100009047
0500021322;100009049
0500021472;100009079
0500021473;100009080
0500021474;100009081
0500021193;100009002
0500021222;100008988
0500021416;100009069
0500021417;100009070
0500021418;100009072
0500021419;100009076
0500021380;100009062
0500021385;100009064
0500021386;100009065
0500021197;100009005
0500021221;100009011
0500021378;100009061
0500021383;100009063
0500021441;100009078
0500021479;100009082
