0500026219;100009770
0500026043;100009732
0500026106;100009740
0500026117;100009742
0500026041;100009730
0500026161;100009753
0500026206;100009767
0500026207;100009768
0500026212;100009757
0500026213;100009758
0500026214;100009759
0500026215;100009760
0500026216;100009761
0500026217;100009763
0500026218;100009765
0500026227;100009771
0500026228;100009772
0500026179;100009756
0500026016;100009726
0500026080;100009735
0500026081;100009737
0500026082;100009738
0500026083;100009739
0500026121;100009743
0500026125;100009744
0500026169;100009754
0500026025;100009727
0500026170;100009755
0500026038;100009729
0500026077;100009736
0500026143;100009749
0500026146;100009750
0500026149;100009745
0500026078;100009734
0500026079;100009733
0500026042;100009731
0500026135;100009746
0500026147;100009751
0500026148;100009752
