0500023592;100009331
0500023580;100009327
0500023742;100009367
0500023756;100009368
0500023384;100009309
0500023385;100009310
0500023334;100009303
0500023715;100009364
0500023619;100009350
0500023620;100009352
0500023624;100009354
0500023402;100009312
0500023452;100009314
0500023602;100009334
0500023533;100009319
0500023353;100009304
0500023557;100009315
0500023562;100009320
0500023374;100009307
0500023376;100009308
0500023664;100009343
0500023302;100009302
0500023659;100009363
0500023577;100009326
0500023501;100009316
0500023621;100009351
0500023622;100009353
0500023623;100009357
0500023503;100009318
0500023626;100009356
0500023609;100009335
0500023639;100009361
0500023720;100009365
0500023643;100009362
