0500022101;100009168
0500022032;100009150
0500022028;100009145
0500022029;100009147
0500021895;100009129
0500021896;100009131
0500021874;100009126
0500022068;100009158
0500022093;100009164
0500022106;100009169
0500021785;100009118
0500021786;100009119
0500022185;100009185
0500022186;100009186
0500022183;100009184
0500022204;100009184-bis
0500022041;100009151
0500022044;100009152
0500022133;100009170
0500022134;100009173
0500022136;100009177
0500022137;100009178
0500022139;100009179
0500021808;100009121
0500022197;100009187
0500022212;100009188
0500021816;100009122
0500022135;100009176
0500022215;100009190
0500022216;100009191
0500022217;100009192
0500022158;100009181
0500021840;100009124
0500021841;100009125
0500021988;100009139
0500022069;100009159
0500022071;100009160
0500022019;100009143
0500021980;100009138
0500021990;100009140
0500022154;100009182
0500022002;100009141
0500021932;100009132
0500021822;100009123
0500022005;100009142
0500022065;100009157
0500021946;100009134
0500022138;100009175
0500021953;100009135
0500021787;100009120
0500021978;100009137
