0500029718;100011014
0500029783;200000240
0500030042;100011065
0500030026;100011064
0500029821;100011036
0500029992;100011054
0500029753;100011018
0500029709;100011013
0500029955;100011051
0500030017;100011063
0500029860;100011038
0500029862;100011039
0500030054;100011066
0500030002;100011057
0500030004;100011060
0500029725;100011015
0500029762;100011019
0500029763;100011020
0500029764;100011021
0500029765;100011022
0500029766;100011025
0500029767;100011023
0500029768;100011026
0500029769;100011024
0500029770;100011027
0500029730;100011017
0500029877;100011043
0500029920;100011045
0500029782;100011028
0500030001;100011056
0500030003;100011059
0500030005;100011061
0500030006;100011062
0500029785;100011029
0500029886;100011044
0500029786;100011031
0500029809;100011034
0500029939;100011046
0500029942;100011047
0500029818;100011035
0500029832;100011037
0500029794;100011032
0500029808;100011033
0500029969;100011052
0500029945;100011048
0500029948;100011050
0500029988;100011053
0500029947;100011049
