"store","websites","attribute_set","type","category_ids","sku","has_options","status","is_recurring","visibility","tax_class_id","ballotin","type_chocolat","creareseo_discontinued","hierarchie_sap","baf_cap","store_in_nitrogento_cache","name","meta_title","meta_description","image","small_image","thumbnail","url_key","url_path","custom_design","page_layout","options_container","image_label","small_image_label","thumbnail_label","country_of_manufacture","msrp_enabled","msrp_display_actual_price_type","gift_message_available","gr_ean","gross_weight","ean13","weiss_conservation","creareseo_discontinued_product","weiss_valeurs_nutritionnelles","width","height","depth","weiss_vn_energie_kcal","weiss_vn_energie_kj","weiss_vn_fibres","weiss_vn_glucides","weiss_vn_mag_ags","weiss_vn_mg","weiss_vn_proteines","weiss_vn_sel","weiss_vn_sucres","price","special_price","weight","msrp","prix_kilo","special_from_date","special_to_date","news_from_date","news_to_date","custom_design_from","custom_design_to","gr_valid_through","description","short_description","meta_keyword","custom_layout_update","secrets_texte1","allergenes","keyfeatures","weiss_ingredients","weiss_allergenes","qty","min_qty","use_config_min_qty","is_qty_decimal","backorders","use_config_backorders","min_sale_qty","use_config_min_sale_qty","max_sale_qty","use_config_max_sale_qty","is_in_stock","low_stock_date","notify_stock_qty","use_config_notify_stock_qty","manage_stock","use_config_manage_stock","stock_status_changed_auto","use_config_qty_increments","qty_increments","use_config_enable_qty_inc","enable_qty_increments","is_decimal_divided","stock_status_changed_automatically","use_config_enable_qty_increments","product_name","store_id","product_type_id","product_status_changed","product_changed_websites"
"default","base","Default_Source","simple","48,56,61,112,127","1004091","0","Activé","Non","Catalogue, Recherche","Produits taxables à 5.5%","0","Ass.","","W02V04U08T014S0048","0","Oui","Coffret Athena oeufs et friture chocolat","Coffret Athena -  un cadeau familial assorti de friture et d'oeufs Weiss","Le coffret de pâques est une tentation à la gourmandise. Savourez  la douceur de la friture au chocolat lait et noir et le croquant des oeufs turbinés Weiss.","/c/o/coffret-athena-oeufs-et-friture_1.jpg","/c/o/coffret-athena-oeufs-et-friture_1.jpg","/c/o/coffret-athena-oeufs-et-friture_1.jpg","coffret-athena-oeufs-et-friture","coffret-athena-oeufs-et-friture.html","","Aucune mise à jour de mise en page","Bloc après Colonne Info","Coffret Athena Assortiment Oeufs et Friture","Coffret Athena Assortiment Oeufs et Friture","Coffret Athena Assortiment Oeufs et Friture"," ","Utiliser config","Utiliser config","Non","3595180040917","","3595180040917","Conserver à l'abri de la chaleur, de l'humidité et des odeurs.
","","","","","","","","","","","","","","","39.7000","","0.5000","","77.8000","","","","","","","2016-04-15 00:00:00","Assortiment de 250g d'oeufs et de friture de chocolat","Ce coffret Athéna est le cadeau idéal des fêtes de Pâques. Son format familial  et son choix raviront petits et grands.

Il présente un assortiment de 250g d'oeufs de Pâques Weiss, et 250g de petits poissons au chocolat noir, lait et blanc.

Ce coffret est orné d'un ruban Weiss.","","","Fritures : Ingrédients: fèves de cacao, sucre, beurre de cacao, LAIT en poudre, émulsifiant : lécithine de SOJA sans OGM, vanille.
Œufs : chocolat noir (fèves de cacao, sucre, beurre pâtissier (LAIT), beurre de cacao, émulsifiant : lécithine de SOJA), Chocolat blanc (sucre, LAIT entier en poudre, beurre de cacao, LAIT écrémé en poudre, émulsifiant : lécithine de SOJA, arôme naturel de vanille), intérieur feuilleté 39% (sucre, sirop de glucose, AMANDE, NOISETTE, arôme), sirop de glucose, agent d'enrobage : E904, colorants : E160c, E161b, E120, E133, beurre de cacao.","Fabriqué dans un atelier utilisant : autres fruits à coque, sésame, OEUF et céréales (gluten).
","Coffret Familial à offrir 500g
2 variétés de friture de chocolat noir 67% et chocolat lait 41% 250g
2 Variétés d'oeufs feuilletés 250g

","",""," -1000.0000","0.0000","1","0","0","1","1.0000","1","0.0000","1","0","2017-05-23 09:19:22","","1","0","1","1","0","0.0000","0","0","0","1","0","Coffret Athena oeufs et friture chocolat","1","simple","",""
"default","base","Default_Source","simple","30,39,46,62,63,67,74,83,87,93,101","1120920","0","Activé","Non","Catalogue, Recherche","Produits taxables à 5.5%","0","Ass.","","W02V04U08T014S0051","0","Oui","Coffret confiserie chocolat Athena","Livraison de Coffret Athena -  un cadeau familial de bonbons de chocolat  Weiss - en 24h","Le coffret Athèna de Weiss est le coffret cadeau idéal pour tous les gourmands. Sa composition de gourmandises et de confiserie séduira toute la famille.","/c/o/coffret-_athena_-_confiserie-chocolat.jpg","/c/o/coffret-_athena_-_confiserie-chocolat.jpg","/c/o/coffret-_athena_-_confiserie-chocolat.jpg","coffret-confiserie-chocolat-athena","coffret-confiserie-chocolat-athena.html","","Aucune mise à jour de mise en page","Bloc après Colonne Info","COFFRET CONFISERIE CHOCOLAT ATHENA","COFFRET CONFISERIE CHOCOLAT ATHENA","COFFRET CONFISERIE CHOCOLAT ATHENA"," ","Utiliser config","Utiliser config","Non","3595181894779","0.520","3595181894779","A conserver dans un endroit sec et frais à l'abri de la lumière et des odeurs. ","","","","","","15.8oz","1940","23.4","19.6","32.4","467","8.3","5.8","36.7","43.0000","","0.4500","","95.5500","","","","","","","","&nbsp;




","L'écrin Athéna est le coffret familial dans lequel petits et grands apprécient la confiserie et les gourmandises.

Partagez en famille les noisettes et amandes enrobées de chocolat 62%. Vous apprécierez le croquant de l'amande Valencia et des noisettes Romaines.

Vos papilles apprécieront la confiserie de chocolat avec les célèbres Palets or, Roxane, Caraque noir et lait, Nougat, et Reine de sicile.

Assortiment de confiserie et gourmandise","","","Assortiment : sucre, pâte de cacao, <b>amande</b>, beurre de cacao, <b>crème, noisette</b>, eau, sirop de glucose, sirop de sucre inverti, écorces d'orange confites (sirop de glucose de <b>blé</b>, orange, sucre), <b>lait</b> en poudre, framboise, miel de tournesol, <b>pistache, lactose</b>, thé, Grand Marnier,<b> beurre</b>, café, arôme, fécule de pomme de terre, coriandre, vanille, albumine<b> oeuf</b>, émulsifiant : lécithine de <b>soja</b>, maltodextrine, colorants : E102-E124.

Gourmandises : Sucre, pâte de  cacao, <b>amandes, noisettes, éclats de fèves</b>, oranges confites, beurre de cacao,<b> lait</b> en poudre, agents d'enrobage : gomme arabique et laque, sirop de glucose de <b>blé</b>, vanille émulsifiant : lécithine de <b>soja</b>.
","Peut contenir des traces de fruits à coque, céréales (gluten), et sésame.","","","","140.0000","0.0000","1","0","0","1","1.0000","1","0.0000","1","1","","0.0000","1","0","1","0","1","0.0000","1","0","0","0","1","Coffret confiserie chocolat Athena","1","simple","",""
"default","base","Default_Source","simple","","1004048","1","Activé","Non","Catalogue, Recherche","Produits taxables à 5.5%","0","","","A renseigner","0","Oui","Ballotin de Florentins Chocolat","Florentins, galettes de chocolat noir aux douces notes fruits confits - Chocolat Weiss","","/f/l/florentins-blc.jpg","/f/l/florentins-blc.jpg","/f/l/florentins-blc.jpg","ballotin-de-florentins","ballotin-de-florentins.html","","Aucune mise à jour de mise en page","Bloc après Colonne Info","Ballotin de florentins chocolat noir","Ballotin de florentins chocolat noir","Ballotin de florentins chocolat noir"," ","Utiliser config","Utiliser config","Non","","0.380","3595108004048","A conserver dans un endroit sec et frais à l'abri de la lumière et des odeurs.","","","","","","","","","","","","","","","20.6400","","0.2600","","79.0000","","","","","","","","Le florentin est une gourmandise composée de miel, de fruits confits (orange, citron), d'amandes effilées caramélisées. Le tout est recouvert d'une fine couche de chocolat noir 62% ou lait 38%.
Ce chocolat reprend donc des arômes fruités soutenus par un chocolat craquant et bien équilibré.
Composez votre ballotin avec des florentins au chocolat Noir ou lait, ou bien encore assortis en cochant la case désirée.","Douceur d'un chocolat allié aux douces notes de fruits confits et amandes caramélisées.","","","Pâte de cacao 62% (sucre, beurre de cacao, <strong>lait</strong> en poudre, pâte de cacao, émulsifiant : lécithine de <strong>soja</strong>), crème fraîche(<strong>lait</strong>, sucre, cubes d'oranges confites, <strong>amandes</strong> effilées, miel, sirop de glucose, raisins secs,<strong> beurre, lait</strong> entier.

","Réalisé dans un atelier utilisant fruits à coques, sésame,  oeuf, et céréales (gluten).","","","","7.0000","0.0000","1","0","0","1","1.0000","1","0.0000","1","1","","","1","0","1","1","1","0.0000","1","0","0","1","1","Ballotin de Florentins Chocolat","1","simple","",""
"default","base","Default_Source","simple","2,35,79","1120867","0","Activé","Non","Catalogue, Recherche","Produits taxables à 5.5%","0","Noir","","W01V02U03T004S0012","0","Oui","Seau de Chocolat Noir 62% à Pâtisser - 1,8kg","Seau de fondettes 2 kg de Pâtisserie","Pâtissier amateur ou professionnel, découvrez ce format semi professionnel pour réaliser vos spécialités chocolatées.","/s/e/seau_fondettes_noir.jpg","/s/e/seau_fondettes_noir.jpg","/s/e/seau_fondettes_noir.jpg","seau-de-fondettes-patisserie","seau-de-fondettes-patisserie.html","","Aucune mise à jour de mise en page","Bloc après Colonne Info","seau fondettes","seau fondettes","seau fondettes"," ","Utiliser config","Utiliser config","Non","","","3595181893215","A conserver à l'abri de la lumière et de l'humidité.","","","","","","","","","","","","","","","48.0000","","1.8000","","26.6600","","","","","","","","Ce chocolat de couverture 62% convient pour touts sortes de préparations chocolatées. Bien équilibré, son acidité et son amertume en font un chocolat agréable à travailler.

Ce seau contient 1.8 kg de fondettes de chocolat noir.","Chocolat noir 62%","","","Pâte de cacao, sucre, beurre de cacao, émulsifiant : lécithine de <strong>soja</strong> sans OGM, Vanille.","Réalisé dans un atelier contenant des traces de fruits à coques, céréales (gluten), lait et sésame.
","","","","27.0000","0.0000","1","0","0","1","1.0000","1","0.0000","1","1","","","1","0","1","0","1","0.0000","1","0","0","0","1","Seau de Chocolat Noir 62% à Pâtisser - 1,8kg","1","simple","",""
"default","base","Default_Source","simple","48,55,56,61,111,127","1121154","0","Activé","Non","Catalogue, Recherche","Produits taxables à 5.5%","0","Noir","","W01V02U03T004S0012","0","Oui","Lapin Pinpin chocolat noir","Chocolat Noir lapin de Pâques - Chocolaterie Weiss","Pinpin, ce lapin de chocolat noir vous attend sur notre boutique en ligne avec ses 200g d""oeufs en chocolat assortis.","/b/a/banniere_pdts-lapin-noir.jpg","/b/a/banniere_pdts-lapin-noir.jpg","/b/a/banniere_pdts-lapin-noir.jpg","lapin-pinipin-noir","lapin-pinipin-noir.html","","Aucune mise à jour de mise en page","Bloc après Colonne Info","Lapin Pinpin - Chocolat Noir","Lapin Pinpin - Chocolat Noir","Lapin Pinpin - Chocolat Noir"," ","Utiliser config","Utiliser config","Non","","","3595180680618","A conserver à l'abri de la chaleur, craint l'humidité.","","","","","","","","","","","","","","","18.5000","","0.2000","","74.0000","","","","","","","","&nbsp;

","Le lapin Pinpin est moulé d'un fin chocolat noir dont le teneur en cacao est de 62% minimum.

Enfants et adultes apprécieront ce moulage collé et son assortiment de 200g d'oeufs.","","<reference name=""head"">
            <action method=""setRobots""><value>NOINDEX,FOLLOW</value></action>
        </reference>
","Pâte de cacao, sucre, beurre de cacao, émulsifiant : lécithine de <strong>soja</strong> sans OGM, vanille.

Réalisé dans un atelier utilisant : fruits à coques, lait, oeuf, céréales (gluten) et sésame.","Réalisé dans un atelier utilisant : fruits à coques, lait, oeuf, céréales (gluten) et sésame.","Lapin de Pâques Chocolat Noir 50g
Assortiment de 200g d'oeufs feuilletés
Design amusant et attachant","",""," -997.0000","0.0000","1","0","0","1","1.0000","1","0.0000","1","0","2017-05-29 09:04:26","","1","0","1","1","1","0.0000","1","0","0","1","1","Lapin Pinpin chocolat noir","1","simple","",""
"default","base","Default_Source","simple","48,55,56,61,111,127","1121153","0","Activé","Non","Catalogue, Recherche","Produits taxables à 20%","0","Lait","","W01V02U03T004S0012","0","Oui","Lapin Pinpin chocolat lait","Chocolat au lait lapin de Pâques - Chocolaterie Weiss","Célébrez Pâques avec Pinpin, lapin de chocolat au lait. Il vous attend  en ligne avec ses 1200g d""oeufs en chocolat assortis.","/b/a/banniere_pdts-lapin6lait.jpg","/b/a/banniere_pdts-lapin6lait.jpg","/b/a/banniere_pdts-lapin6lait.jpg","lapin-pinpin-lait-weiss","lapin-pinpin-lait-weiss.html","","Aucune mise à jour de mise en page","Bloc après Colonne Info","Lapin de Pâques chocolat au lait","Lapin de Pâques chocolat au lait","Lapin de Pâques chocolat au lait"," ","Utiliser config","Utiliser config","Non","","","3595180680625","A conserver à l'abri de la lumière et de l'humidité.","","","","","","","","","","","","","","","18.5000","","0.2500","","74.0000","","","","","","","","&nbsp;


","Le lapin est le personnage de Pâques par excellence. Pinpin est moulé avec un chocolat au lait 38%. Il est donc très doux et fond sur la langue.

Son air malin est très apprécié des enfants qui ne manquent pas de le déguster avec ses 200g d'oeufs pliés
","","","Sucre, beurre de cacao, <strong>lait</strong> en poudre, pâte de cacao, émulsifiant : lécithine de <strong>soja</strong> sans OGM, extrait de vanille.","Réalisé dans un atelier utilisant : fruits à coques, lait, oeuf, céréales (gluten) et sésame.","Lapin de Pâques chocolat au lait (50g)
Garniture d'oeufs feuilleté chocolat noir et lait (200g)
Design enfantin","",""," -995.0000","0.0000","1","0","0","1","1.0000","1","0.0000","1","0","2017-05-29 08:52:43","","1","0","1","1","1","0.0000","1","0","0","1","1","Lapin Pinpin chocolat lait","1","simple","",""
"default","base","Default_Source","simple","2,35,78,79","1028073","0","Activé","Non","Catalogue, Recherche","Produits taxables à 5.5%","0","Blanc","","W02V04U07T013S0045","0","Oui","Chocolat de Pâtisserie Blanc 29% - 400g","Chocolat Blanc Pâtisserie pour gâteaux, entre-mets Chocolaterie Weiss","Fondant, mousse, Brownies, soufflé au chocolat ! Utilisez un chocolat gourmand pour réaliser vos spécialités !","/c/h/chocolat_fondette_blanc_400g.jpg","/c/h/chocolat_fondette_blanc_400g.jpg","/c/h/chocolat_fondette_blanc_400g.jpg","chocolat-patisserie-blanc","chocolat-patisserie-blanc.html","","Aucune mise à jour de mise en page","Bloc après Colonne Info","Chocolat de Pâtisserie Blanc 29% - Weiss","Chocolat de Pâtisserie Blanc 29% - Weiss","Chocolat de Pâtisserie Blanc 29% - Weiss","France","Utiliser config","Utiliser config","Non","359518028073","0.5","359518028073","A conserver à l'abri de la chaleur, craint l'humidité","","","","","","3766","900","0","0","60,2","100","0","0,01","0","10.2000","","0.4000","","25.5000","","","","","","","","Pastilles d'un chocolat au lait puissant et fruité et d'une grande douceur en bouche.

Ces fondettes sont idéales à doser et à faire fondre pour la préparation de vos pâtisseries familiales.
","29% de cacao minimum

Pastilles d'un chocolat au lait puissant et fruité et d'une grande douceur en bouche.

Ces fondettes sont idéales à doser et à faire fondre pour la préparation de vos pâtisseries familiales.","","","Sucre, beurre de cacao, LAIT en poudre, émulsifiant : lécithine de SOJA sans OGM, extrait de vanille.","Fabriqué dans un atelier utilisant : fruits à coque, sésame, et œuf.","","Sucre, beurre de cacao, LAIT en poudre, émulsifiant : lécithine de SOJA sans OGM, extrait de vanille.","Fabriqué dans un atelier utilisant : fruits à coque, sésame, et œuf.","91.0000","0.0000","1","0","0","1","1.0000","1","0.0000","1","1","","","1","0","1","0","0","0.0000","0","0","0","0","0","Chocolat de Pâtisserie Blanc 29% - 400g","1","simple","",""
"default","base","Default_Source","simple","35,79","1028075","0","Activé","Non","Catalogue, Recherche","Produits taxables à 5.5%","0","Praliné","","W01V02U03T004S0012","0","Oui","Poudre de Praliné - 300g","Poudre de Praliné pour pâtisserie des chocolats Weiss","Apporter la touche de l'excellence à vos desserts avec la poudre de praliné Weiss. Sublimez vos réalisations avec un praliné 100% naturel.","/p/o/poudre_de_praline.jpg","/p/o/poudre_de_praline.jpg","/p/o/poudre_de_praline.jpg","poudre-praline","poudre-praline.html","","Aucune mise à jour de mise en page","Bloc après Colonne Info","Poudre de Praliné - Weiss","Poudre de Praliné - Weiss","Poudre de Praliné - Weiss","France","Utiliser config","Utiliser config","Non","","0.400","3595180280752","Fabriqué dans un atelier utilisant autres fruits à coque, lait, oeuf, sésame, céréales (gluten) et soja.","","","","","","2136","519","4,6","56,7","2,3","28,2","9,5","0,01","52,6","10.2000","","0.3000","","37.3300","","","","","","","","&nbsp;","Le praliné est souvent difficile à conserver et à travailler de par sa texture. Chocolat Weiss innove et vous offre la possibilité de réaliser chantilly, meringues, et mousses avec cette poudre de praliné.

Composé de 50% de fruit, ce praliné est d'origine professionnelle. Préparez vos spécialités avec un produit utilisé par les chefs Pâtissiers.

25% amandes, 25% noisettes","","","Sucre, AMANDE (25%), NOISETTE (25%).","Fabriqué dans un atelier utilisant : autres fruits à coque, sésame, lait, soja, et œuf.","","Sucre, AMANDE (25%), NOISETTE (25%).","Fabriqué dans un atelier utilisant : autres fruits à coque, sésame, lait, soja, et œuf.","33.0000","0.0000","1","0","0","1","1.0000","1","0.0000","1","1","","","1","0","1","0","1","0.0000","1","0","0","0","1","Poudre de Praliné - 300g","1","simple","",""
"default","base","Default_Source","simple","33,50","1007136","0","Activé","Non","Catalogue, Recherche","Produits taxables à 20%","0","","","A renseigner","0","Oui","Barre de Nougat","Barre de nougat artisanal - Chocolat Weiss","","/n/o/nougat-blanc.jpg","/n/o/nougat-blanc.jpg","/n/o/nougat-blanc.jpg","barre-nougat","barre-nougat.html","","Aucune mise à jour de mise en page","Bloc après Colonne Info","Sachet de nougat en barre, Weiss","Sachet de nougat en barre, Weiss","Sachet de nougat en barre, Weiss","France","Utiliser config","Utiliser config","Non","","","cvcb","A conserver à l'abri de la chaleur, craint l'humidité.","","","","","","","","","","","","","","","5.0000","","0.0650","","76.9200","","","","","","","","&nbsp;

","Nos maîtres chocolatiers ont acquis une grande expérience à travailler le sucre depuis 1882. Il est donc naturel qu'il fabrique leur nougat dans l'élaboration de bonbon de confiserie. 

Composé d'amandes Valencia et de noisettes romaines, le nougat Weiss n'a rien a envié à celui de Montélimar. ll est proposé en barre de 65 g dans son étui en cellophane transparent.","","","Sucre, miel de tournesol (22%), sirop de glucose, <strong>noisette</strong> (8%), <strong>amande</strong> (8%),  eau, <strong>pistache</strong> (5%), beurre de cacao, fécule de pomme de terre, <strong>lactose</strong>, albumine d'<strong>oeuf</strong>, maltodextrine, poudre à lever : bicarbonate de soude, gélifiant : gomme xanthane, émulsifiant : citrate de triéthyle, huile de colza, acidifiant : acide citrique
","Peut contenir des traces de fruits à coque, céréales (gluten), soja et sésame.","","",""," -1000.0000","0.0000","1","0","0","1","2.0000","1","0.0000","1","0","2017-07-28 07:27:08","2.0000","1","0","1","1","0","0.0000","0","0","0","1","0","Barre de Nougat","1","simple","",""
"default","base","Default_Source","simple","32,41,61,65,76,82,87,89,117","1120888","0","Activé","Non","Catalogue, Recherche","Produits taxables à 5.5%","0","Noir","","W02V04U07T013S0045","0","Oui","Tablette Chocolat  noir 100% Cacao - 100g","Tablette Chocolat 100% cacao - Chocolat Weiss","Issu de fèves Africaines, cette tablette ne contient que de la pâte de cacao. Puissante et amer, cette tablette vous dévoile le véritable goût de l'or noir.","/t/a/tablette_100_cacao_1.jpg","/t/a/tablette_100_cacao_1.jpg","/t/a/tablette_100_cacao_1.jpg","tablette-chocolat-noir-cacao","tablette-chocolat-noir-cacao.html","","Aucune mise à jour de mise en page","Bloc après Colonne Info","Tablette Chocolat Noir 100% Cacao - Weiss","Tablette Chocolat Noir 100% Cacao - Weiss","Tablette Chocolat Noir 100% Cacao - Weiss"," ","Utiliser config","Utiliser config","Non","","","3595181893871","Conserver à l'abri de la chaleur, de l'humidité et des odeurs.","","","","","","2384","570","16,7","7","34,3","54,5","11,6","0,02","0,3","5.1000","","0.1000","","51.0000","","","","","","","","&nbsp;","Le chocolat est une matière difficile à apprivoiser, mais est sublimée lorsqu'elle est maîtrisée. 

Découvrez en édition limitée, une tablette de chocolat 100% pâte de cacao. Ce chocolat n'a reçu aucune modification et d'ajout d 'ingrédients. 

Cette tablette est donc composée à 100% de pâte de cacao. Puissante et amère, cette tablette vous dévoile le véritable goût de l'or noir.","","","100% fèves de cacao","Fabriqué dans un atelier utilisant : fruits à coque, sésame, soja, et œuf.","","100% fèves de cacao","Fabriqué dans un atelier utilisant : fruits à coque, sésame, soja, et œuf.","855.0000","0.0000","1","0","0","1","1.0000","1","0.0000","1","1","","","1","0","1","0","1","0.0000","1","0","0","0","1","Tablette Chocolat  noir 100% Cacao - 100g","1","simple","",""
"default","base","Default_Source","simple","38,40,51,59,61,62,68,76,83,87,89,99,100,110,111,118","1030318","0","Activé","Non","Catalogue, Recherche","Produits taxables à 5.5%","0","Noir","","W02V04U08T015S0054","0","Oui","Napolitains, 36 Chocolats 7g, Découverte des Origines","Coffrets 36 Napolitains Découverte des Origines","Partez à la découverte des origines avec ce coffret de 36 Napolitains aux doux parfums exotiques de chocolat noir Pure Origine. 
Une belle idée cadeau à offrir !","/c/o/coffret-pure-origine.jpg","/c/o/coffret-pure-origine.jpg","/c/o/coffret-pure-origine.jpg","napolitains-chocolats-decouverte-des-origines","napolitains-chocolats-decouverte-des-origines.html","","Aucune mise à jour de mise en page","Bloc après Colonne Info","NAPOLITAINS, 36 CHOCOLATS 7G, DÉCOUVERTE DES ORIGINES","NAPOLITAINS, 36 CHOCOLATS 7G, DÉCOUVERTE DES ORIGINES","NAPOLITAINS, 36 CHOCOLATS 7G, DÉCOUVERTE DES ORIGINES","France","Utiliser config","Utiliser config","Non","3595180303180","0.420","3595180303180","A conserver à l'abri de la chaleur, de l'humidité et des odeurs.","","Énergie : 2292kJ / 551kcal, matières grasses : 38,4g, dont acides gras saturés : 23,0g, glucides : 36,8g, dont sucres : 33,6g, protéines : 8,7g, sel : 0,01g","","","","2291","550","12,9","36,8","23","38,4","8,7","0,01","33,6","18.3000","","0.2500","","73.2000","","","","","","","","&nbsp;","Ce coffret de 36 napolitains contient un assortiment de 3 chocolats pure origine. Il séduira la gourmands avides d'aventures à la recherche d'un goût très chocolaté.

Voyagez au fin fond du Vietnam en savourant un chocolat 64% aux notes vanillées et arômes de fruits séchées.

Flânez sur les plages de République Dominicaine avec un chocolat puissant et fruitée doté d'une belle acidité. 

Domptez la savane africaine en optant pour la robustesse d'un chocolat de Côte d'ivoire 69% amer et long en bouche.

Ces trois chocolats sont fabriqués à partir de fèves provenant uniquement du pays cité. Il s'agit donc d'un chocolat pure origine.","","","Fèves de cacao, sucre, beurre de cacao, émulsifiant : lécithine de SOJA sans OGM, vanille.","Fabriqué dans un atelier utilisant : fruits à coque, sésame, lait, et œuf.","Assortiment de 3 chocolats noir Pure Origine
Li Chu 64%
Ceïba 64%
Bassam 69%
Un cadeau idéal pour offrir !","Fèves de cacao, sucre, beurre de cacao, émulsifiant : lécithine de SOJA sans OGM, vanille.","Fabriqué dans un atelier utilisant : fruits à coque, sésame, lait, et œuf.","32.0000","0.0000","1","0","0","1","1.0000","1","0.0000","1","1","","","1","0","1","0","1","0.0000","1","0","0","0","1","Napolitains, 36 Chocolats 7g, Découverte des Origines","1","simple","",""
"default","base","Default_Source","simple","30,31","1121034","1","Activé","Non","Catalogue, Recherche","Produits taxables à 5.5%","1","Ass.","","W02V04U08T014S0051","1","Oui","Je compose Mon Ballotin chocolat 800g","La chocolaterie Weiss vous offre la possibilité de créer votre ballotin de chocolat personnalisé","Choisissez les bonbons de chocolat qui vous font fondre et composez vous même votre ballotin de bonbons de chocolat.","/b/a/ballotin-870g_3.jpg","/b/a/ballotin-870g_3.jpg","/b/a/ballotin-870g_3.jpg","je-compose-mon-ballotin-chocolat-800g","je-compose-mon-ballotin-chocolat-800g.html","","Aucune mise à jour de mise en page","Colonne d'informations du Produit","Je compose mon Ballotin chocolat 800g","Je compose mon Ballotin chocolat 800g","Je compose mon Ballotin chocolat 800g"," ","Utiliser config","Utiliser config","Non","","","3595181896490","e","","","","","","","","","","","","","","","84.0000","","0.8000","","105.0000","","","","","","","","&nbsp;","Composez-vous même votre ballotin, comme si vous étiez en boutique. 
Environ 75 bonbons.
Pour confectionner votre ballotin chocolats, choisissez les bonbons de chocolat que vous souhaitez dans la liste de chocolat gourmands, épicés fruités, liqueurs et alcoolisés.
Vous pouvez aussi acheter un ballotin de chocolats déjà composé sur Ballotin de chocolats.","","<reference name=""head"">
            <action method=""setRobots""><value>NOINDEX,FOLLOW</value></action>
        </reference>","","e","","","","26.0000","0.0000","1","0","0","1","1.0000","1","0.0000","1","1","","","1","0","1","0","1","0.0000","1","0","0","0","1","Je compose Mon Ballotin chocolat 800g","1","simple","",""
"default","base","Default_Source","simple","2,35,77,79","1120863","0","Activé","Non","Catalogue, Recherche","Produits taxables à 5.5%","0","Lait","","W01V02U03T004S0012","0","Oui","Seau de Chocolat Lait 38% à Pâtisser - 1,8kg","2kg de chocolat au lait pour vos pâtisseries, mousse, ganache et biscuits","Pâtisser comme un chef avec les fondettes de chocolat blanc Weiss ! Légèrement caramélisées et vanillées pour vos recettes de chocolat","/s/e/seau_fondettes_lait.jpg","/s/e/seau_fondettes_lait.jpg","/s/e/seau_fondettes_lait.jpg","seau-de-fondettes-patisserie-lait","seau-de-fondettes-patisserie-lait.html","","Aucune mise à jour de mise en page","Bloc après Colonne Info","Seau de Fondettes Pâtisserie au lait - Chocolat de pâtisserie Weiss","Seau de Fondettes Pâtisserie au lait - Chocolat de pâtisserie Weiss","Seau de Fondettes Pâtisserie au lait - Chocolat de pâtisserie Weiss"," ","Utiliser config","Utiliser config","Non","","","3595181893185","A conserver à l'abri de la lumière et de l'humidité.","","","","","","","","","","","","","","","48.0000","","1.8000","","26.6600","","","","","","","","&nbsp;","Ce chocolat de couverture 38% convient pour toutes sortes de préparations chocolatées. (Ganaches pâtissières, appareils à biscuits, préparation glaçage, crème et mousse.)

Ce classiques des chocolats professionnels de la maison Weiss séduira par sa pointe de vanille, sa texture craquante et un goût de cacao prononcé.

Ce seau contient deux kilos de fondettes de chocolat lait 38%.","","","Sucre, beurre de cacao, LAIT en poudre 19%, pâte de cacao, vanille, émulsifiant: lécithine de SOJA sans OGM.","Réalisé dans un atelier contenant des traces de fruits à coques, céréales (gluten), et sésame.
","","","","43.0000","0.0000","1","0","0","1","1.0000","1","0.0000","1","1","","","1","0","1","0","1","0.0000","1","0","0","0","1","Seau de Chocolat Lait 38% à Pâtisser - 1,8kg","1","simple","",""
