"store","websites","attribute_set","type","category_ids","sku","has_options","status","is_recurring","visibility","tax_class_id","ballotin","type_chocolat","creareseo_discontinued","hierarchie_sap","baf_cap","store_in_nitrogento_cache","name","meta_title","meta_description","image","small_image","thumbnail","url_key","url_path","custom_design","page_layout","options_container","image_label","small_image_label","thumbnail_label","country_of_manufacture","msrp_enabled","msrp_display_actual_price_type","gift_message_available","gr_ean","gross_weight","ean13","weiss_conservation","creareseo_discontinued_product","weiss_valeurs_nutritionnelles","width","height","depth","weiss_vn_energie_kcal","weiss_vn_energie_kj","weiss_vn_fibres","weiss_vn_glucides","weiss_vn_mag_ags","weiss_vn_mg","weiss_vn_proteines","weiss_vn_sel","weiss_vn_sucres","price","special_price","weight","msrp","prix_kilo","special_from_date","special_to_date","news_from_date","news_to_date","custom_design_from","custom_design_to","gr_valid_through","description","short_description","meta_keyword","custom_layout_update","secrets_texte1","allergenes","keyfeatures","weiss_ingredients","weiss_allergenes","qty","min_qty","use_config_min_qty","is_qty_decimal","backorders","use_config_backorders","min_sale_qty","use_config_min_sale_qty","max_sale_qty","use_config_max_sale_qty","is_in_stock","low_stock_date","notify_stock_qty","use_config_notify_stock_qty","manage_stock","use_config_manage_stock","stock_status_changed_auto","use_config_qty_increments","qty_increments","use_config_enable_qty_inc","enable_qty_increments","is_decimal_divided","stock_status_changed_automatically","use_config_enable_qty_increments","product_name","store_id","product_type_id","product_status_changed","product_changed_websites"
"default","base","Default_Source","simple","35,53,77","1020009","0","Activé","Non","Catalogue, Recherche","Produits taxables à 20%","0","Lait","","W01V02U03T004S0012","0","Oui","Pain de Chocolat Lait 38% à Pâtisser - 1kg","Chocolat de couverture Weiss - Lait suprême- 37% de cacao minimum","Pour une pâtisserie réussie, utilisez un chocolat de qualité ! Les chocolats de couverture des chocolats Weiss sont renommés et reconnus par les grands chefs !","/p/a/pain_chocolat_lait_weiss.jpg","/p/a/pain_chocolat_lait_weiss.jpg","/p/a/pain_chocolat_lait_weiss.jpg","pain-chocolat-au-lait-patisser","pain-chocolat-au-lait-patisser.html","","Aucune mise à jour de mise en page","Bloc après Colonne Info","Pain de chocolat au lait","Pain de chocolat au lait","Pain de chocolat au lait"," ","Utiliser config","Utiliser config","Non","","","3595180200090","A conserver à l'abri de la chaleur, craint l'humidité.","","","","","","2.2lb","2390","48.6","22.4","37.4","570","3.2","7.5","49.3","20.4000","","1.0000","","20.4000","2011-07-24 00:00:00","2011-07-26 00:00:00","","","","","","&nbsp;","Couverture classique avec une petite pointe de vanille, pour un chocolat craquant en bouche avec un goût de cacao prononcé.

Origines des fèves: Afrique - Madagascar - Equateur-Vénézuela.

Cette couverture convient pour tous les types d'utilisation comme une mousse au chocolat.

Cacao 38% minimum","Chocolat de couverture- Lait","","Sucre, beurre de cacao, <b>lait</b> en poudre 19%, pâte de cacao, vanille, &eacute;mulsifiant: l&eacute;cithine de <b>soja</b> sans OGM.","Peut contenir des traces de fruits à coques, oeufs, lait, céréales (gluten), soja et sésame.","","","","64.0000","0.0000","1","0","0","1","1.0000","1","0.0000","1","1","","0.0000","1","0","1","0","1","0.0000","1","0","0","0","1","Pain de Chocolat Lait 38% à Pâtisser - 1kg","1","simple","",""
"default","base","Default_Source","simple","48,54","1068028","0","Activé","Non","Catalogue, Recherche","Produits taxables à 5.5%","0","Noir","","W02V04U08T014S0048","0","Oui","Oeuf Weiss - chocolat Noir","Un oeuf  Weiss de chocolat au noir et contenant des oeufs praliné enrobés de chocolat noir ou lait.","Pâques sans oeuf n'est pas réussi. L'oeuf  Weiss est recouvert de chocolat noir, et est décoré de nombreuses formes géométriques apportant une touche esthétique à ce moulage de chocolat ","/b/a/banniere_pdts-oeuf-weissnoir.jpg","/b/a/banniere_pdts-boite-opeuf-weiss-lait_1.jpg","/b/a/banniere_pdts-oeuf-weissnoir.jpg","oeuf-weiss-noir","oeuf-weiss-noir.html","","Aucune mise à jour de mise en page","Bloc après Colonne Info","Oeuf Weiss chocolat Noir","Coffret et assortiment Chocolat Weiss Noir","Oeuf Weiss chocolat Noir"," ","Utiliser config","Utiliser config","Non","3595180680281","","3595180680281","A conserver à l'abri de la lumière, et de l'humidité.","","Energie: 2387 KJ/ 568 kcal; Glucides : 36,6g dont sucres: 21,9g Lipides : 51,6:g; dont acides gras saturés : 51,3g; fibre: 7,6g; Protèines :0,3g; sodium :0g.","","","","","","","","","","","","","37.0000","","0.5200","","71.1500","","","","","","","2016-04-15 00:00:00","&nbsp;","A la recherche d'un cadeau chocolat pour les fêtes de Pâques, découvrez avec gourmandise le coffret incontournable des fêtes pascales : l'oeuf de Pâques.

<h2 class=""weiss_description"">Oeuf Weiss : un chocolat Noir Pur origin et son assortiment</h2>
<p>Cet oeuf de 15 cm de haut est réalisé  de chocolat noir issu de fèves de cacao provenant uniquement d'une plantation basée au vietnam. On dit alors qu'il est un pur origine. A la dégustation, ce chocolat atypique se caractérise par un goût franc avec ses 64% de cacao. Les notes de vanille, fruits secs et de réglisse apportent ensuite une sensation de fraîcheur en bouche.
L'oeuf, enrubanné d'un ruban parme, comprend un assortiment de 300g d'oeufs praliné nougatine noir et lait, ganache noire, oeufs caramel mais aussi de la friture au chocolat au lait 41% et noir 67%.</p>
<h2 class=""weiss_description"">Une pièce de chocolat Design à offrir</h2>
<p>L'oeuf Weiss est un oeuf sculpté et arborant des motifs myst&eacute;rieux et exotiques du cacao. 
Cette pièce de 200g est composée de deux parties non collées et maintenue par un ruban Weiss. Elle est présentée dans son coffret parme aux vives couleurs du printemps.<br />
<p>A noter: L'oeuf sera envelopp&eacute; dans du papier de soie &agrave; l'int&eacute;rieur du coffret pour l'exp&eacute;dition.</p>","","<reference name=""head"">
            <action method=""setRobots""><value>NOINDEX,FOLLOW</value></action>
        </reference>","Ssucre, fèves de cacao, beurre de cacao, LAIT en poudre, AMANDE, NOISETTE, émulsifiant : lécithine de SOJA, beurre pâtissier (LAIT), intérieur feuilleté 39% (sucre, sirop de glucose, AMANDE, NOISETTE, arôme), sirop de glucose, agent d'enrobage : E904, LACTOSERUM en poudre, humectant : sorbitol, caramel aromatique (sucre, eau), vanille, agents d'enrobage : gomme arabique et laque, LACTOSE, maltodextrine, fleur de sel de guérande, arôme, enzyme : invertase.
","Réalisé dans un atelier utilisant : autres fruits à coque, oeuf, céréales (gluten) et sésame.","Chocolat noir 64% Pur Origine Vietnam
Goût : vanille, fruits secs, pointe de réglisse
Assortiment de 300g d'oeufs et de friture de chocolat noir et lait.
Pour Adultes","",""," -996.0000","0.0000","1","0","0","1","1.0000","1","0.0000","1","0","2017-05-29 09:04:29","","1","0","1","1","1","0.0000","1","0","0","1","1","Oeuf Weiss - chocolat Noir","1","simple","",""
"default","base","Default_Source","simple","48,56","1068030","0","Activé","Non","Catalogue, Recherche","Produits taxables à 5.5%","0","Noir","","W02V04U08T014S0048","0","Oui","La poule cocotte garnie noire","Cocotte - Poule de chocolat Noir et son assortiment pour Pâques - Chocolat Weiss","A l'approche de Pâques, Cocotte est tout en émoi et s'apprête à pondre ses délicieux œufs en chocolat. Découvrez cette poule au chocolat noir.","/b/a/banniere_pdts-poule.jpg","/b/a/banniere_pdts-poule.jpg","/b/a/banniere_pdts-poule.jpg","la-poule-cocotte-garnie-noire","la-poule-cocotte-garnie-noire.html","","Aucune mise à jour de mise en page","Bloc après Colonne Info","Poule de chocolat noir et son assortiment","Poule de chocolat noir et son assortiment","Poule de chocolat noir et son assortiment"," ","Utiliser config","Utiliser config","Non","","","3595180680304","Conserver à l'abri de la chaleur, de l'humidité et des odeurs.","","","","","","","","","","","","","","","24.5000","","0.5000","","61.2000","","","","","","","","&nbsp;","<p>Pour P&acirc;ques, craquez pour la poule cocotte au chocolat noir : elle vous &eacute;merveillera !&nbsp; </p>
<h2 class=""weiss_description"">Une  poule en chocolat pour célébrer le retour du printemps</h2>
<p>Les beaux jours reviennent avec le printemps. Pâques est l’occasion de passer un moment en famille et de partager un bon repas. Cocotte est donc le parfait dessert avec son moulage en chocolat noir pour les adultes. Les enfant se régaleront avec la garniture d'oeufs praliné et ganache caramel. La friture chocolat noir et lait complétera la dégustation en fondant sur le palais. <br />
Envoyer un moulage de pâques est toujours délicat compte tenu de la faible épaisseur du sujet. La poule est envelopp&eacute;e dans du papier de soie &agrave; l'int&eacute;rieur du coffret pour l'exp&eacute;dition. La garniture est jointe au coffret dans un sachet.</p>
<p>D&eacute;couvrez aussi le fondant de la <a href=""/la-poule-cocotte-garnie-lait.html""><strong>poule cocotte garnie au lait</strong></a>.</p>","","","Sucre, fèves de cacao, beurre de cacao, LAIT en poudre, AMANDE, NOISETTE, émulsifiant : lécithine de SOJA, beurre pâtissier (LAIT), intérieur feuilleté 39% (sucre, sirop de glucose, AMANDE, NOISETTE, arôme), sirop de glucose, agent d'enrobage : E904, LACTOSERUM en poudre, humectant : sorbitol, caramel aromatique (sucre, eau, correcteur d'acidité : E 524), vanille, agents d'enrobage : gomme arabique et laque, LACTOSE, maltodextrine, fleur de sel de guérande, arôme, enzyme : invertase.


","Fabriqué dans un atelier utilisant : arachide, autres fruits à coques,  sésame, oeuf et céréales (gluten).","Poule en chocolat noir
Garniture : assortiment d'oeufs praliné et Tendre caramel
Assortiment de friture de chocolat noir et lait
Idée Cadeau pour décorer la table de Pâques","","","14.0000","0.0000","1","0","0","1","1.0000","1","0.0000","1","1","","","1","0","1","1","1","0.0000","1","0","0","1","1","La poule cocotte garnie noire","1","simple","",""
"default","base","Default_Source","simple","48,55,56,116","1068031","0","Activé","Non","Catalogue, Recherche","Produits taxables à 20%","0","Lait","","W02V04U08T014S0048","0","Oui","La poule cocotte garnie lait","Poule de chocolat garnie d'oeufs gourmandises - Chocolat Weiss","Tout en chocolat, cette poule cocotte est enrobée de chocolat au lait et contient un assortiment d'oeufs et friture à déguster. Célébrez pâques autour du Chocolat.","/b/a/banniere_pdts-poule_lait.jpg","/b/a/banniere_pdts-poule_lait.jpg","/b/a/banniere_pdts-poule_lait.jpg","la-poule-cocotte-garnie-lait","la-poule-cocotte-garnie-lait.html","","Aucune mise à jour de mise en page","Bloc après Colonne Info","Poule chocolat et son assortiment do'eufs","Poule chocolat et son assortiment do'eufs","Poule chocolat et son assortiment do'eufs"," ","Utiliser config","Utiliser config","Non","3595180680311","","3595180680311","A conserver à l'abri de la chaleur, craint l'humidité.","","Energie: 2259 KJ/ 538 kcal; Glucides : 33g dont sucres: 21,5g Lipides : 53,3:g; dont acides gras saturés : 38,8g; fibre: 6,2g; Protèines :0,2g; sodium :0g.","","","","","","","","","","","","","24.5000","","0.4000","","61.2000","","","","","","","2016-04-15 00:00:00","&nbsp;","<p>Avec le retour du soleil et du printemps, les fêtes de Pâques sont symboles de joie et gourmandise. La cocotte de Weiss s'invite au festin du lundi Saint.</p>
<h2 class=""weiss_description"">Offrir une poule en chocolat est un gage de bonheur</h2>
<p>La poule cocotte au chocolat au lait, est le parfait cadeau pour Pâques. Non seulement, elle fait partie des rituels festifs de pâques, mais elle contient surtout un assortiment de petits oeufs pralinés , feuilletés et  ganache caramel.  La friture de chocolat noir et lait fera aussi le bonheur des petits, des grands, et de toute la famille.
<h2 class=""weiss_description"">La poule, un moulage en chocolat à savourer le lundi de Pâques</h2>
 <p> Fort de ses 4 mm d’épaisseur de chocolat au lait, le moulage de la poule de Pâques est très détaillé. Il peut être mangé directement ou servir de décoration de table à croquer au dessert. Son coffret permet aussi de la dissimuler dans le jardin à proximité des oeufs, cloches et autres lapins en chocolat.</p>
A noter : La poule sera envelopp&eacute;e dans du papier de soie &agrave; l'int&eacute;rieur du coffret pour l'exp&eacute;dition.
<br> D&eacute;couvrez aussi la <strong><a href=""/la-poule-cocotte-garnie-noire.html"">poule cocotte garnie chocolat noire</a></strong> afin de varier les plaisirs !</p>","","","Sucre, fèves de cacao, beurre de cacao, LAIT en poudre, AMANDE, NOISETTE, émulsifiant : lécithine de SOJA, beurre pâtissier (LAIT), intérieur feuilleté 39% (sucre, sirop de glucose, AMANDE, NOISETTE, arôme), sirop de glucose, agent d'enrobage : E904, LACTOSERUM en poudre, humectant : sorbitol, caramel aromatique (sucre, eau, correcteur d'acidité : E 524), vanille, agents d'enrobage : gomme arabique et laque, LACTOSE, maltodextrine, fleur de sel de guérande, arôme, enzyme : invertase.

","Réalisé dans un atelier utilisant : d'autres fruits à coques, oeuf, céréales (gluten) et sésame.","Cocotte chocolat au lait 38%
Garniture oeufs Praliné, Feuilleté, Caramel
Friture chocolat noir et lait","","","10.0000","0.0000","1","0","0","1","1.0000","1","0.0000","1","1","","","1","0","1","1","1","0.0000","1","0","0","1","1","La poule cocotte garnie lait","1","simple","",""
"default","base","Default_Source","simple","48,54,61,112,127","1068012","0","Activé","Non","Catalogue, Recherche","Produits taxables à 20%","0","Praliné","","W03V05U09T022S0076","0","Oui","Boîte de 6 oeufs chocolat","Une boîte d'oeufs en chocolat","Weiss innove avec ses boîtes d'oeufs en chocolat. Découvrez la douceur d'un chocolat noir et d'un praliné fourré à l'intérieur d'un véritable oeuf de poule.","/b/a/banniere_pdts-coquilles.jpg","/b/a/banniere_pdts-coquilles_1.jpg","/b/a/banniere_pdts-coquilles.jpg","boite-de-6-oeufs-chocolat","boite-de-6-oeufs-chocolat.html","","Aucune mise à jour de mise en page","Bloc après Colonne Info","Oeuf Chocolat Coquille Weiss","Un oeuf de poule au goût chocolat noir - praliné","Oeuf Chocolat Coquille Weiss"," ","Utiliser config","Utiliser config","Non","3595180680120","","3595180680120","Conserver à l'abri de la chaleur, de l'humidité et des odeurs.
","","","","","","","","","","","","","","","31.2000","","0.3600","","87.0000","","","","","","","2016-04-15 00:00:00","Originale, cette boîte d'oeufs reprend les standards de la filière avicole. Elle contient 6 oeufs de chocolat au lait fourré de praliné.

La particularité de ces oeufs est qu'ils sont composés d'une véritable coquille d'oeuf dont l'intérieur est revêtue de chocolat au lait. Le coeur de l'oeuf est fourré de praliné.

L'oeuf se mange donc comme un oeuf cuit. On pèle la coquille pour en déguster l'intérieur.

Un délice que l'on apprécie à tous âges. Disposez-les dans le jardin comme si ils venaient d'être pondus.","Une boîte d'oeufs au chocolat au lait fourré de praliné.","","","Sucre, AMANDE (13%), NOISETTE(7%), beurre de cacao, LAIT en poudre, fèves de cacao, émulsifiant : lécithine de SOJA sans OGM, vanille, arôme naturel de vanille, colorants : E171-E132(*)- E124. (*)
Peut avoir des effets indésirables sur l'activité et l'attention des enfants.
","Fabriqué dans un atelier utilisant : autres fruits à coques, sésame, OEUF et céréales (gluten).
","","",""," -1000.0000","0.0000","1","0","0","1","1.0000","1","0.0000","1","0","2017-05-23 09:19:24","","1","0","1","1","1","0.0000","1","0","0","1","1","Boîte de 6 oeufs chocolat","1","simple","",""
"default","base","Default_Source","simple","48,54,76","1121812","0","Activé","Non","Catalogue, Recherche","Produits taxables à 5.5%","0","Noir","","W02V04U08T014S0048","0","Oui","Oeuf Garni, Chocolat Noir","L'oeuf lisse des chocolats Weiss est une gourmandise de 16 cm à déguster pour Pâques - Chocolaterie Weiss","Simple et élégant, l'oeuf Weiss et son assortiment d'oeufs turbinés sont le cadeau idéal pour ravir les enfants lors de ces fêtes de Pâques.","/b/a/banniere_pdts-oeuf-lisse-noir.jpg","/b/a/banniere_pdts-oeuf-lisse-noir.jpg","/b/a/banniere_pdts-oeuf-lisse-noir.jpg","oeuf-lisse-chocolat-noir","oeuf-lisse-chocolat-noir.html","","Aucune mise à jour de mise en page","Bloc après Colonne Info","L'oeuf parfait des chocolats Weiss","L'oeuf parfait des chocolats Weiss","L'oeuf parfait des chocolats Weiss"," ","Utiliser config","Utiliser config","Non","3595180680267","","3595180680267","Conserver à l'abri de la chaleur, de l'humidité et des odeurs.
","","","","","","","","","","","","","","","23.0000","","0.2000","","115.0000","","","","","","","2016-04-15 00:00:00","L'oeuf Lisse Weiss est un oeuf à la forme douce et soignée de 16 cm de haut. Cette coque de chocolat noir est conçue à partir d'un chocolat noir 64% . 
Les oeufs Weiss sont reconnus pour leur croquant et longueur en bouche. Les amateurs de chocolat Noir seront ravis avec cette composition inédite.

L'oeuf est vendu dans son coffret de présentation et sa cale transport.

","L'oeuf Lisse Weiss est un oeuf à la forme douce et soignée de 16 cm de haut. Cette coque de chocolat noir est conçue à partir d'un chocolat noir 64% . 
Les oeufs Weiss sont reconnus pour leur croquant et longueur en bouche. Les amateurs de chocolat Noir seront ravis avec cette composition inédite.

L'oeuf est vendu dans son coffret de présentation et sa cale transport.
","","","Sucre, fèves de cacao, beurre de cacao, LAIT en poudre, AMANDE, NOISETTE, émulsifiant : lécithine de SOJA, beurre pâtissier (LAIT), intérieur feuilleté 39% (sucre, sirop de glucose, AMANDE, NOISETTE, arôme), sirop de glucose, agent d'enrobage : E904, LACTOSERUM en poudre, humectant : sorbitol, caramel aromatique (sucre, eau, correcteur d'acidité : E 524), vanille, agents d'enrobage : gomme arabique et laque, LACTOSE, maltodextrine, fleur de sel de guérande, arôme, enzyme : invertase.


","Fabriqué dans un atelier utilisant : arachide, autres fruits à coques,  sésame, oeuf.","Moulage oeuf 16 cm
Chocolat noir 64% cacao min.
Un sachet de 300g d'oeufs offerts","",""," -1000.0000","0.0000","1","0","0","1","1.0000","1","0.0000","1","0","2017-05-23 09:19:23","","1","0","1","1","1","0.0000","1","0","0","1","1","Oeuf Garni, Chocolat Noir","1","simple","",""
"default","base","Default_Source","simple","48,54","1121809","0","Activé","Non","Catalogue, Recherche","Produits taxables à 20%","0","Lait","","W02V04U08T014S0048","0","Oui","Oeuf Garnie - Chocolat Lait","Oeuf Lisse - Chocolat au lait","Pour Pâques, je craque sur oeuf lisse au chocolat au lait de la chocolaterie Weiss.","/b/a/banniere_pdts-oeuf-lisse-lait_1.jpg","/b/a/banniere_pdts-oeuf-lisse-lait_1.jpg","/b/a/banniere_pdts-oeuf-lisse-lait_1.jpg","oeuf-lisse-chocolat-lait","oeuf-lisse-chocolat-lait.html","","Aucune mise à jour de mise en page","Bloc après Colonne Info","Un oeuf de chocolat au lait Weiss","Un oeuf de chocolat au lait Weiss","Un oeuf de chocolat au lait Weiss"," ","Utiliser config","Utiliser config","Non","3595180680274","","3595180680274","A consommer de préférence avant le : 
","","","","","","","","","","","","","","","23.0000","","0.2000","","115.0000","","","","","","","2016-04-15 00:00:00","L'oeuf lisse Weiss est un oeuf chocolat à la forme douce et soignée de 16 cm de haut. Ce moulage de chocolat au lait est conçu à partir d'un chocolat au lait 38% cacao min. 

Les oeufs Weiss sont reconnus pour leur croquant et longueur en bouche. 

L'oeuf est vendu dans son coffret de présentation parme et est livré dans un moule de protection

Un sachet de garniture oeuf et friture est joint avec l'oeuf.
","L'oeuf lisse Weiss est un oeuf chocolat à la forme douce et soignée de 16 cm de haut. Ce moulage de chocolat au lait est conçu à partir d'un chocolat au lait 38% cacao min. 

**OFFRE de dernière minute : Un sachet de garniture oeuf et friture est joint avec l'oeuf. **

Les oeufs Weiss sont reconnus pour leur croquant et longueur en bouche. 

L'oeuf est vendu dans son coffret de présentation parme et est livré dans un moule de protection

","","","Sucre, fèves de cacao, beurre de cacao, LAIT en poudre, AMANDE, NOISETTE, émulsifiant : lécithine de SOJA, beurre pâtissier (LAIT), intérieur feuilleté 39% (sucre, sirop de glucose, AMANDE, NOISETTE, arôme), sirop de glucose, agent d'enrobage : E904, LACTOSERUM en poudre, humectant : sorbitol, caramel aromatique (sucre, eau, correcteur d'acidité : E 524), vanille, agents d'enrobage : gomme arabique et laque, LACTOSE, maltodextrine, fleur de sel de guérande, arôme, enzyme : invertase.","Fabriqué dans un atelier utilisant : arachide, autres fruits à coques,  sésame, et oeuf.","Moulage oeuf de 16cm
Chocolat au lait 38% cacao min
Offre dernière minute :Un sachet offert de garniture oeuf et friture 300g","",""," -994.0000","0.0000","1","0","0","1","1.0000","1","0.0000","1","0","2017-05-29 08:39:53","","1","0","1","1","1","0.0000","1","0","0","1","1","Oeuf Garnie - Chocolat Lait","1","simple","",""
"default","base","Default_Source","simple","32,44,61,65,78,82,87,117","1030169","0","Activé","Non","Catalogue, Recherche","Produits taxables à 20%","0","Blanc","","W02V04U07T013S0045","0","Oui","Tablette Chocolat Blanc Vanille des Îles 29% - 100g","Tablette Chocolat Blanc à la vanille des iles 29 % - Chocolat Weiss","Douceur et onctuosité font que vous ne resterez pas de marbre devant cette tablette de chocolat blanc. Découvrez-la avec ses extraits de vanille bourbon sur la boutique des chocolats Weiss.","/t/a/tablette_blanc_vanille_29__1.jpg","/t/a/tablette_blanc_vanille_29__1.jpg","/t/a/tablette_blanc_vanille_29__1.jpg","tablette-chocolat-blanc-vanille-des-iles","tablette-chocolat-blanc-vanille-des-iles.html","","Aucune mise à jour de mise en page","Bloc après Colonne Info","Tablette Chocolat Blanc Vanille des Îles 29% - Weiss","Tablette Chocolat Blanc Vanille des Îles 29% - Weiss","Tablette Chocolat Blanc Vanille des Îles 29% - Weiss"," ","Utiliser config","Utiliser config","Non","","0.110","3595180301698","A conserver à l'abri de la chaleur, craint l'humidité.","","","","","","2387","568","1,1","51,6","21,9","36,6","7,6","0,26","51,3","4.4000","","0.1000","","44.0000","","","","","","","","&nbsp;","Evadez-vous en savourant cette tablette de chocolat blanc.

Croquez un parfum des îles, et laissez vos sens s’enivrer devant la tendresse d’un chocolat blanc 29%. 

Une tablette apaisante au bon goût de vanille bourbon à manger lors d’un moment calme et reposant.

Notes : les tablettes de chocolat blanc révèlent tous leurs arômes lorsqu’elles sont servies fraîches.","","","Sucre, beurre de cacao, LAIT en poudre, vanille (2%), émulsifiant : lécithine de SOJA sans OGM, extrait de vanille.","Fabriqué dans un atelier utilisant : fruits à coque, oeuf, et sésame.","","Sucre, beurre de cacao, LAIT en poudre, vanille (2%), émulsifiant : lécithine de SOJA sans OGM, extrait de vanille.","Fabriqué dans un atelier utilisant : fruits à coque, oeuf, et sésame.","227.0000","0.0000","1","0","0","1","1.0000","1","0.0000","1","1","","","1","0","1","0","1","0.0000","1","0","0","0","1","Tablette Chocolat Blanc Vanille des Îles 29% - 100g","1","simple","",""
"default","base","Default_Source","simple","33,50,66,76,82,87,117","1121088","0","Activé","Non","Catalogue, Recherche","Produits taxables à 20%","0","Noir","","W02V04U07T012S0042","0","Oui","Bâton chocolat noir Crème Menthe","Bâton Crème Menthe au Chocolat Noir - Chocolat Weiss","En petit format, l’iconique bâton crème Menthe retrouve sa place dans les voyages.","/b/o/boite-mon-baton-creme-menthe---ouverte.jpg","/b/o/boite-mon-baton-creme-menthe---ferme.jpg","/b/o/boite-mon-baton-creme-menthe---ouverte.jpg","baton-chocolat-noir-creme-menthe","baton-chocolat-noir-creme-menthe.html","","Aucune mise à jour de mise en page","Bloc après Colonne Info","Bâtons Crème à la menthe enrobés de chocolat noir","Bâtons Crème à la menthe enrobés de chocolat noir","Bâtons Crème à la menthe enrobés de chocolat noir","France","Utiliser config","Utiliser config","Non","","","3595180025150","À conserver à l'abri de la chaleur, de l'humidité et des odeurs.","","Énergie : 1588kJ / 375 kcal, Matières Grasses : 10,8g dont acides gras saturés : 6,5g, Glucides : 66,2g dont Sucres : 62,3g, Protéines :2,0g, Sel : 0,01g","","","","1587","375","3,1","66,4","6,6","10,9","2,1","0,02","62,3","6.1500","","1.0000","","61.5000","","","","","","","","&nbsp;","Chocolat Weiss revisite un classique le bâton crème.

Ce doux fondant est une gourmandise d'antan aromatisé à la menthe sauvage. 

Amateur de chocolat frais et croquant, Mon Bâton Crème est présenté dans un étui de 5 bâtons enveloppés individuellement. 

Fondant aromatisé à la menthe enrobé de chocolat noir : 62% de cacao minimum","","","Sucre, eau, fèves de cacao, sirop de glucose, beurre de cacao,  beurre pâtissier (LAIT), vanille, enzyme : fralase, huile essentielle de menthe (0,03%), émulsifiant : lécithine de SOJA sans OGM.","Fabriqué dans un atelier utilisant : fruits à coque, sésame, et œuf.","","Sucre, eau, fèves de cacao, sirop de glucose, beurre de cacao,  beurre pâtissier (LAIT), vanille, enzyme : fralase, huile essentielle de menthe (0,03%), émulsifiant : lécithine de SOJA sans OGM.","Fabriqué dans un atelier utilisant : fruits à coque, sésame, et œuf.","48.0000","0.0000","1","0","0","1","1.0000","1","0.0000","1","1","","","1","0","1","0","1","0.0000","1","0","0","0","1","Bâton chocolat noir Crème Menthe","1","simple","",""
"default","base","Default_Source","simple","33,50,66,76,82,87,117","1121086","0","Activé","Non","Catalogue, Recherche","Produits taxables à 20%","0","Noir","","W02V04U07T012S0042","0","Oui","Bâton Chocolat Noir Crème Framboise ","Bâton Crème Framboise au Chocolat Noir - Chocolat Weiss","En petit format, l’iconique bâton crème Framboise retrouve sa place dans les voyages.","/b/o/boite-mon-baton-creme-fraise---ouverte.jpg","/b/o/boite-mon-baton-creme-fraise---ferme.jpg","/b/o/boite-mon-baton-creme-fraise---ouverte.jpg","baton-chocolat-noir-creme-framboise","baton-chocolat-noir-creme-framboise.html","","Aucune mise à jour de mise en page","Bloc après Colonne Info","Bâtons crème framboise enrobés de chocolat noir","Bâtons crème framboise enrobés de chocolat noir","Bâtons crème framboise enrobés de chocolat noir","France","Utiliser config","Utiliser config","Non","3595180025143","","3595180025143","À conserver à l'abri de la chaleur, de l'humidité et des odeurs.","","Énergie : 1513kJ / 358 kcal, Matières Grasses : 10,8g dont acides gras saturés : 6,5g, Glucides : 61,5g dont Sucres : 57,2g, Protéines :2,1g, Sel : 0,01g","","","","1511","357","3,4","61,7","6,6","10,9","2,1","0,02","57,3","6.1500","","1.0000","","61.5000","","","","","","","","&nbsp;","Mon Bâton Crème framboise est le chocolat gourmand à savourer à toutes heures.

Les enfants savoureront la finesse de l'enrobage 62% marié au fruité de la pulpe de framboise. 

Emballé individuellement, ce fondant craquant et équilibré est présenté dans un étui pratique et refermable.

Fondant aromatisé à la framboise enrobé de chocolat noir : 62% de cacao minimum","","","Sucre, eau, fèves de cacao, framboise (5%), sirop de glucose, beurre de cacao, arôme framboise, beurre pâtissier (LAIT), vanille, enzyme : fralase, émulsifiant : lécithine de SOJA sans OGM.","Fabriqué dans un atelier utilisant : fruits à coque, sésame, et œuf.","","Sucre, eau, fèves de cacao, framboise (5%), sirop de glucose, beurre de cacao, arôme framboise, beurre pâtissier (LAIT), vanille, enzyme : fralase, émulsifiant : lécithine de SOJA sans OGM.","Fabriqué dans un atelier utilisant : fruits à coque, sésame, et œuf.","42.0000","0.0000","1","0","0","1","1.0000","1","0.0000","1","1","","","1","0","1","1","1","0.0000","1","0","0","1","1","Bâton Chocolat Noir Crème Framboise ","1","simple","",""
